asset_id,month,amount
FA006,2022-10,233.73
FA006,2022-11,233.73
FA006,2022-12,233.73
FA006,2023-01,233.73
FA006,2023-02,233.73
FA006,2023-03,105.79
FA007,2020-10,1609.66
FA007,2020-11,2268.17
FA007,2020-12,2268.17
FA007,2021-01,2268.17
FA007,2021-02,2268.17
FA007,2021-03,2268.17
FA007,2021-04,2268.17
FA007,2021-05,2268.17
FA007,2021-06,2268.17
FA007,2021-07,2268.17
FA007,2021-08,2268.17
FA007,2021-09,2268.17
FA007,2021-10,2268.17
FA007,2021-11,2268.17
FA007,2021-12,2268.17
FA007,2022-01,658.64
FA008,2020-10,5.09
FA008,2020-11,79.04
FA008,2020-12,79.04
FA008,2021-01,79.04
FA008,2021-02,79.04
FA008,2021-03,79.04
FA008,2021-04,79.04
FA008,2021-05,79.04
FA008,2021-06,79.04
FA008,2021-07,79.04
FA008,2021-08,79.04
FA008,2021-09,79.04
FA008,2021-10,79.04
FA008,2021-11,79.04
FA008,2021-12,79.04
FA008,2022-01,79.04
FA008,2022-02,79.04
FA008,2022-03,79.04
FA008,2022-04,79.04
FA008,2022-05,79.04
FA008,2022-06,79.04
FA008,2022-07,79.04
FA008,2022-08,79.04
FA008,2022-09,79.04
FA008,2022-10,79.04
FA008,2022-11,79.04
FA008,2022-12,79.04
FA008,2023-01,79.04
FA008,2023-02,79.04
FA008,2023-03,79.04
FA008,2023-04,79.04
FA008,2023-05,79.04
FA008,2023-06,79.04
FA008,2023-07,79.04
FA008,2023-08,79.04
FA008,2023-09,79.04
FA008,2023-10,79.04
FA008,2023-11,79.04
FA008,2023-12,79.04
FA008,2024-01,79.04
FA008,2024-02,79.04
FA008,2024-03,79.04
FA008,2024-04,79.04
FA008,2024-05,79.04
FA008,2024-06,79.04
FA008,2024-07,79.04
FA008,2024-08,79.04
FA008,2024-09,79.04
FA008,2024-10,79.04
FA008,2024-11,79.04
FA008,2024-12,79.04
FA008,2025-01,79.04
FA008,2025-02,79.04
FA008,2025-03,79.04
FA008,2025-04,79.04
FA008,2025-05,79.04
FA008,2025-06,79.04
FA008,2025-07,79.04
FA008,2025-08,79.04
FA008,2025-09,79.04
FA008,2025-10,79.04
FA008,2025-11,79.04
FA008,2025-12,79.04
FA008,2026-01,79.04
FA008,2026-02,79.04
FA008,2026-03,79.04
FA008,2026-04,79.04
FA008,2026-05,79.04
FA008,2026-06,79.04
FA008,2026-07,79.04
FA008,2026-08,79.04
FA008,2026-09,79.04
FA008,2026-10,79.04
FA008,2026-11,79.04
FA008,2026-12,79.04
FA008,2027-01,79.04
FA008,2027-02,79.04
FA008,2027-03,79.04
FA008,2027-04,79.04
FA008,2027-05,79.04
FA008,2027-06,79.04
FA008,2027-07,79.04
FA008,2027-08,79.04
FA008,2027-09,79.04
FA008,2027-10,79.04
FA008,2027-11,79.04
FA008,2027-12,79.04
FA008,2028-01,79.04
FA008,2028-02,79.04
FA008,2028-03,79.04
FA008,2028-04,79.04
FA008,2028-05,79.04
FA008,2028-06,79.04
FA008,2028-07,79.04
FA008,2028-08,79.04
FA008,2028-09,79.04
FA008,2028-10,79.04
FA008,2028-11,79.04
FA008,2028-12,79.04
FA008,2029-01,79.04
FA008,2029-02,79.04
FA008,2029-03,79.04
FA008,2029-04,79.04
FA008,2029-05,79.04
FA008,2029-06,79.04
FA008,2029-07,79.04
FA008,2029-08,79.04
FA008,2029-09,79.04
FA008,2029-10,79.04
FA008,2029-11,79.04
FA008,2029-12,79.04
FA008,2030-01,79.04
FA008,2030-02,79.04
FA008,2030-03,79.04
FA008,2030-04,79.04
FA008,2030-05,79.04
FA008,2030-06,79.04
FA008,2030-07,79.04
FA008,2030-08,79.04
FA008,2030-09,79.04
FA008,2030-10,79.04
FA008,2030-11,79.04
FA008,2030-12,79.04
FA008,2031-01,79.04
FA008,2031-02,79.04
FA008,2031-03,79.04
FA008,2031-04,79.04
FA008,2031-05,79.04
FA008,2031-06,79.04
FA008,2031-07,79.04
FA008,2031-08,79.04
FA008,2031-09,79.04
FA008,2031-10,79.04
FA008,2031-11,79.04
FA008,2031-12,79.04
FA008,2032-01,79.04
FA008,2032-02,79.04
FA008,2032-03,79.04
FA008,2032-04,79.04
FA008,2032-05,79.04
FA008,2032-06,79.04
FA008,2032-07,79.04
FA008,2032-08,79.04
FA008,2032-09,79.04
FA008,2032-10,79.04
FA008,2032-11,79.04
FA008,2032-12,79.04
FA008,2033-01,79.04
FA008,2033-02,79.04
FA008,2033-03,79.04
FA008,2033-04,79.04
FA008,2033-05,79.04
FA008,2033-06,79.04
FA008,2033-07,79.04
FA008,2033-08,79.04
FA008,2033-09,79.04
FA008,2033-10,79.04
FA008,2033-11,79.04
FA008,2033-12,79.04
FA008,2034-01,79.04
FA008,2034-02,79.04
FA008,2034-03,79.04
FA008,2034-04,79.04
FA008,2034-05,79.04
FA008,2034-06,79.04
FA008,2034-07,79.04
FA008,2034-08,79.04
FA008,2034-09,79.04
FA008,2034-10,79.04
FA008,2034-11,79.04
FA008,2034-12,79.04
FA008,2035-01,79.04
FA008,2035-02,79.04
FA008,2035-03,79.04
FA008,2035-04,79.04
FA008,2035-05,79.04
FA008,2035-06,79.04
FA008,2035-07,79.04
FA008,2035-08,79.04
FA008,2035-09,79.04
FA008,2035-10,74.66
FA009,2019-08,34.56
FA009,2019-09,35.72
FA009,2019-10,35.72
FA009,2019-11,35.72
FA009,2019-12,35.72
FA009,2020-01,35.72
FA009,2020-02,35.72
FA009,2020-03,35.72
FA009,2020-04,35.72
FA009,2020-05,1.17
FA010,2020-11,301.18
FA010,2020-12,475.56
FA010,2021-01,475.56
FA010,2021-02,475.56
FA010,2021-03,475.56
FA010,2021-04,475.56
FA010,2021-05,475.56
FA010,2021-06,475.56
FA010,2021-07,475.56
FA010,2021-08,475.56
FA010,2021-09,475.56
FA010,2021-10,475.56
FA010,2021-11,475.56
FA010,2021-12,475.56
FA010,2022-01,475.56
FA010,2022-02,475.56
FA010,2022-03,475.56
FA010,2022-04,475.56
FA010,2022-05,475.56
FA010,2022-06,475.56
FA010,2022-07,475.56
FA010,2022-08,475.56
FA010,2022-09,475.56
FA010,2022-10,475.56
FA010,2022-11,475.56
FA010,2022-12,475.56
FA010,2023-01,475.56
FA010,2023-02,475.56
FA010,2023-03,475.56
FA010,2023-04,475.56
FA010,2023-05,475.56
FA010,2023-06,475.56
FA010,2023-07,475.56
FA010,2023-08,475.56
FA010,2023-09,475.56
FA010,2023-10,475.56
FA010,2023-11,475.56
FA010,2023-12,475.56
FA010,2024-01,475.56
FA010,2024-02,475.56
FA010,2024-03,475.56
FA010,2024-04,475.56
FA010,2024-05,475.56
FA010,2024-06,475.56
FA010,2024-07,475.56
FA010,2024-08,475.56
FA010,2024-09,475.56
FA010,2024-10,475.56
FA010,2024-11,475.56
FA010,2024-12,475.56
FA010,2025-01,475.56
FA010,2025-02,475.56
FA010,2025-03,475.56
FA010,2025-04,475.56
FA010,2025-05,475.56
FA010,2025-06,475.56
FA010,2025-07,475.56
FA010,2025-08,475.56
FA010,2025-09,475.56
FA010,2025-10,475.56
FA010,2025-11,475.56
FA010,2025-12,475.56
FA010,2026-01,475.56
FA010,2026-02,475.56
FA010,2026-03,475.56
FA010,2026-04,475.56
FA010,2026-05,475.56
FA010,2026-06,475.56
FA010,2026-07,475.56
FA010,2026-08,475.56
FA010,2026-09,475.56
FA010,2026-10,475.56
FA010,2026-11,475.56
FA010,2026-12,475.56
FA010,2027-01,475.56
FA010,2027-02,475.56
FA010,2027-03,475.56
FA010,2027-04,475.56
FA010,2027-05,475.56
FA010,2027-06,475.56
FA010,2027-07,475.56
FA010,2027-08,475.56
FA010,2027-09,475.56
FA010,2027-10,475.56
FA010,2027-11,475.56
FA010,2027-12,475.56
FA010,2028-01,475.56
FA010,2028-02,475.56
FA010,2028-03,475.56
FA010,2028-04,475.56
FA010,2028-05,475.56
FA010,2028-06,475.56
FA010,2028-07,475.56
FA010,2028-08,475.56
FA010,2028-09,475.56
FA010,2028-10,475.56
FA010,2028-11,475.56
FA010,2028-12,475.56
FA010,2029-01,475.56
FA010,2029-02,475.56
FA010,2029-03,475.56
FA010,2029-04,475.56
FA010,2029-05,475.56
FA010,2029-06,475.56
FA010,2029-07,475.56
FA010,2029-08,475.56
FA010,2029-09,475.56
FA010,2029-10,475.56
FA010,2029-11,475.56
FA010,2029-12,475.56
FA010,2030-01,475.56
FA010,2030-02,475.56
FA010,2030-03,475.56
FA010,2030-04,475.56
FA010,2030-05,475.56
FA010,2030-06,475.56
FA010,2030-07,475.56
FA010,2030-08,475.56
FA010,2030-09,475.56
FA010,2030-10,475.56
FA010,2030-11,475.56
FA010,2030-12,475.56
FA010,2031-01,475.56
FA010,2031-02,475.56
FA010,2031-03,475.56
FA010,2031-04,475.56
FA010,2031-05,475.56
FA010,2031-06,475.56
FA010,2031-07,475.56
FA010,2031-08,475.56
FA010,2031-09,475.56
FA010,2031-10,475.56
FA010,2031-11,475.56
FA010,2031-12,475.56
FA010,2032-01,475.56
FA010,2032-02,475.56
FA010,2032-03,475.56
FA010,2032-04,475.56
FA010,2032-05,475.56
FA010,2032-06,475.56
FA010,2032-07,475.56
FA010,2032-08,475.56
FA010,2032-09,475.56
FA010,2032-10,475.56
FA010,2032-11,475.56
FA010,2032-12,475.56
FA010,2033-01,475.56
FA010,2033-02,475.56
FA010,2033-03,475.56
FA010,2033-04,475.56
FA010,2033-05,174.84
FA011,2021-05,10382.89
FA011,2021-06,11098.96
FA011,2021-07,11098.96
FA011,2021-08,11098.96
FA011,2021-09,716.10
FA012,2020-05,2129.12
FA012,2020-06,3882.53
FA012,2020-07,3882.53
FA012,2020-08,3882.53
FA012,2020-09,1753.44
FA013,2020-01,3484.91
FA013,2020-02,6001.79
FA013,2020-03,6001.79
FA013,2020-04,6001.79
FA013,2020-05,6001.79
FA013,2020-06,6001.79
FA013,2020-07,6001.79
FA013,2020-08,6001.79
FA013,2020-09,6001.79
FA013,2020-10,2516.93
FA014,2020-02,889.15
FA014,2020-03,1121.11
FA014,2020-04,1121.11
FA014,2020-05,1121.11
FA014,2020-06,1121.11
FA014,2020-07,1121.11
FA014,2020-08,1121.11
FA014,2020-09,1121.11
FA014,2020-10,1121.11
FA014,2020-11,1121.11
FA014,2020-12,1121.11
FA014,2021-01,1121.11
FA014,2021-02,1121.11
FA014,2021-03,1121.11
FA014,2021-04,1121.11
FA014,2021-05,1121.11
FA014,2021-06,1121.11
FA014,2021-07,1121.11
FA014,2021-08,1121.11
FA014,2021-09,1121.11
FA014,2021-10,1121.11
FA014,2021-11,1121.11
FA014,2021-12,1121.11
FA014,2022-01,1121.11
FA014,2022-02,1121.11
FA014,2022-03,1121.11
FA014,2022-04,1121.11
FA014,2022-05,1121.11
FA014,2022-06,1121.11
FA014,2022-07,1121.11
FA014,2022-08,1121.11
FA014,2022-09,1121.11
FA014,2022-10,1121.11
FA014,2022-11,1121.11
FA014,2022-12,1121.11
FA014,2023-01,1121.11
FA014,2023-02,1121.11
FA014,2023-03,1121.11
FA014,2023-04,1121.11
FA014,2023-05,1121.11
FA014,2023-06,1121.11
FA014,2023-07,1121.11
FA014,2023-08,1121.11
FA014,2023-09,1121.11
FA014,2023-10,1121.11
FA014,2023-11,1121.11
FA014,2023-12,1121.11
FA014,2024-01,1121.11
FA014,2024-02,1121.11
FA014,2024-03,1121.11
FA014,2024-04,1121.11
FA014,2024-05,1121.11
FA014,2024-06,1121.11
FA014,2024-07,1121.11
FA014,2024-08,1121.11
FA014,2024-09,1121.11
FA014,2024-10,1121.11
FA014,2024-11,1121.11
FA014,2024-12,1121.11
FA014,2025-01,1121.11
FA014,2025-02,1121.11
FA014,2025-03,1121.11
FA014,2025-04,1121.11
FA014,2025-05,1121.11
FA014,2025-06,1121.11
FA014,2025-07,1121.11
FA014,2025-08,1121.11
FA014,2025-09,1121.11
FA014,2025-10,1121.11
FA014,2025-11,1121.11
FA014,2025-12,1121.11
FA014,2026-01,1121.11
FA014,2026-02,232.01
FA015,2019-07,205.62
FA015,2019-08,265.60
FA015,2019-09,265.60
FA015,2019-10,265.60
FA015,2019-11,265.60
FA015,2019-12,265.60
FA015,2020-01,265.60
FA015,2020-02,265.60
FA015,2020-03,265.60
FA015,2020-04,265.60
FA015,2020-05,265.60
FA015,2020-06,265.60
FA015,2020-07,265.60
FA015,2020-08,265.60
FA015,2020-09,265.60
FA015,2020-10,265.60
FA015,2020-11,265.60
FA015,2020-12,265.60
FA015,2021-01,265.60
FA015,2021-02,265.60
FA015,2021-03,265.60
FA015,2021-04,265.60
FA015,2021-05,265.60
FA015,2021-06,265.60
FA015,2021-07,265.60
FA015,2021-08,265.60
FA015,2021-09,265.60
FA015,2021-10,265.60
FA015,2021-11,265.60
FA015,2021-12,265.60
FA015,2022-01,265.60
FA015,2022-02,265.60
FA015,2022-03,265.60
FA015,2022-04,265.60
FA015,2022-05,265.60
FA015,2022-06,265.60
FA015,2022-07,265.60
FA015,2022-08,265.60
FA015,2022-09,265.60
FA015,2022-10,265.60
FA015,2022-11,265.60
FA015,2022-12,265.60
FA015,2023-01,265.60
FA015,2023-02,265.60
FA015,2023-03,265.60
FA015,2023-04,265.60
FA015,2023-05,265.60
FA015,2023-06,265.60
FA015,2023-07,265.60
FA015,2023-08,265.60
FA015,2023-09,265.60
FA015,2023-10,265.60
FA015,2023-11,265.60
FA015,2023-12,265.60
FA015,2024-01,265.60
FA015,2024-02,265.60
FA015,2024-03,265.60
FA015,2024-04,265.60
FA015,2024-05,265.60
FA015,2024-06,265.60
FA015,2024-07,265.60
FA015,2024-08,265.60
FA015,2024-09,265.60
FA015,2024-10,265.60
FA015,2024-11,265.60
FA015,2024-12,265.60
FA015,2025-01,265.60
FA015,2025-02,265.60
FA015,2025-03,265.60
FA015,2025-04,265.60
FA015,2025-05,265.60
FA015,2025-06,265.60
FA015,2025-07,265.60
FA015,2025-08,265.60
FA015,2025-09,265.60
FA015,2025-10,265.60
FA015,2025-11,265.60
FA015,2025-12,265.60
FA015,2026-01,265.60
FA015,2026-02,265.60
FA015,2026-03,265.60
FA015,2026-04,265.60
FA015,2026-05,265.60
FA015,2026-06,265.60
FA015,2026-07,265.60
FA015,2026-08,265.60
FA015,2026-09,265.60
FA015,2026-10,265.60
FA015,2026-11,265.60
FA015,2026-12,265.60
FA015,2027-01,265.60
FA015,2027-02,265.60
FA015,2027-03,265.60
FA015,2027-04,265.60
FA015,2027-05,265.60
FA015,2027-06,265.60
FA015,2027-07,265.60
FA015,2027-08,265.60
FA015,2027-09,265.60
FA015,2027-10,265.60
FA015,2027-11,265.60
FA015,2027-12,265.60
FA015,2028-01,265.60
FA015,2028-02,265.60
FA015,2028-03,265.60
FA015,2028-04,265.60
FA015,2028-05,265.60
FA015,2028-06,265.60
FA015,2028-07,265.60
FA015,2028-08,265.60
FA015,2028-09,265.60
FA015,2028-10,265.60
FA015,2028-11,265.60
FA015,2028-12,265.60
FA015,2029-01,265.60
FA015,2029-02,265.60
FA015,2029-03,265.60
FA015,2029-04,265.60
FA015,2029-05,265.60
FA015,2029-06,265.60
FA015,2029-07,265.60
FA015,2029-08,265.60
FA015,2029-09,265.60
FA015,2029-10,265.60
FA015,2029-11,265.60
FA015,2029-12,265.60
FA015,2030-01,265.60
FA015,2030-02,265.60
FA015,2030-03,265.60
FA015,2030-04,265.60
FA015,2030-05,265.60
FA015,2030-06,265.60
FA015,2030-07,265.60
FA015,2030-08,265.60
FA015,2030-09,265.60
FA015,2030-10,265.60
FA015,2030-11,265.60
FA015,2030-12,265.60
FA015,2031-01,265.60
FA015,2031-02,265.60
FA015,2031-03,265.60
FA015,2031-04,265.60
FA015,2031-05,265.60
FA015,2031-06,265.60
FA015,2031-07,265.60
FA015,2031-08,265.60
FA015,2031-09,265.60
FA015,2031-10,265.60
FA015,2031-11,265.60
FA015,2031-12,265.60
FA015,2032-01,265.60
FA015,2032-02,265.60
FA015,2032-03,265.60
FA015,2032-04,265.60
FA015,2032-05,265.60
FA015,2032-06,265.60
FA015,2032-07,265.60
FA015,2032-08,265.60
FA015,2032-09,265.60
FA015,2032-10,265.60
FA015,2032-11,265.60
FA015,2032-12,265.60
FA015,2033-01,265.60
FA015,2033-02,265.60
FA015,2033-03,265.60
FA015,2033-04,265.60
FA015,2033-05,265.60
FA015,2033-06,265.60
FA015,2033-07,265.60
FA015,2033-08,265.60
FA015,2033-09,265.60
FA015,2033-10,265.60
FA015,2033-11,60.11
FA016,2020-06,435.23
FA016,2020-07,1004.39
FA016,2020-08,1004.39
FA016,2020-09,1004.39
FA016,2020-10,1004.39
FA016,2020-11,1004.39
FA016,2020-12,1004.39
FA016,2021-01,1004.39
FA016,2021-02,1004.39
FA016,2021-03,1004.39
FA016,2021-04,1004.39
FA016,2021-05,1004.39
FA016,2021-06,1004.39
FA016,2021-07,1004.39
FA016,2021-08,1004.39
FA016,2021-09,1004.39
FA016,2021-10,1004.39
FA016,2021-11,1004.39
FA016,2021-12,1004.39
FA016,2022-01,1004.39
FA016,2022-02,1004.39
FA016,2022-03,1004.39
FA016,2022-04,1004.39
FA016,2022-05,1004.39
FA016,2022-06,1004.39
FA016,2022-07,1004.39
FA016,2022-08,1004.39
FA016,2022-09,1004.39
FA016,2022-10,1004.39
FA016,2022-11,1004.39
FA016,2022-12,1004.39
FA016,2023-01,1004.39
FA016,2023-02,1004.39
FA016,2023-03,1004.39
FA016,2023-04,1004.39
FA016,2023-05,1004.39
FA016,2023-06,1004.39
FA016,2023-07,1004.39
FA016,2023-08,1004.39
FA016,2023-09,1004.39
FA016,2023-10,1004.39
FA016,2023-11,1004.39
FA016,2023-12,1004.39
FA016,2024-01,1004.39
FA016,2024-02,1004.39
FA016,2024-03,1004.39
FA016,2024-04,1004.39
FA016,2024-05,1004.39
FA016,2024-06,1004.39
FA016,2024-07,1004.39
FA016,2024-08,1004.39
FA016,2024-09,1004.39
FA016,2024-10,1004.39
FA016,2024-11,1004.39
FA016,2024-12,1004.39
FA016,2025-01,1004.39
FA016,2025-02,1004.39
FA016,2025-03,1004.39
FA016,2025-04,1004.39
FA016,2025-05,1004.39
FA016,2025-06,1004.39
FA016,2025-07,1004.39
FA016,2025-08,1004.39
FA016,2025-09,1004.39
FA016,2025-10,1004.39
FA016,2025-11,1004.39
FA016,2025-12,569.67
FA017,2019-02,1091.47
FA017,2019-03,3395.69
FA017,2019-04,3395.69
FA017,2019-05,3395.69
FA017,2019-06,3395.69
FA017,2019-07,3395.69
FA017,2019-08,3395.69
FA017,2019-09,3395.69
FA017,2019-10,3395.69
FA017,2019-11,3395.69
FA017,2019-12,3395.69
FA017,2020-01,3395.69
FA017,2020-02,3395.69
FA017,2020-03,3395.69
FA017,2020-04,3395.69
FA017,2020-05,2304.29
FA018,2020-08,137.08
FA018,2020-09,531.19
FA018,2020-10,531.19
FA018,2020-11,531.19
FA018,2020-12,531.19
FA018,2021-01,531.19
FA018,2021-02,531.19
FA018,2021-03,531.19
FA018,2021-04,531.19
FA018,2021-05,531.19
FA018,2021-06,531.19
FA018,2021-07,531.19
FA018,2021-08,531.19
FA018,2021-09,531.19
FA018,2021-10,531.19
FA018,2021-11,531.19
FA018,2021-12,531.19
FA018,2022-01,531.19
FA018,2022-02,531.19
FA018,2022-03,531.19
FA018,2022-04,531.19
FA018,2022-05,531.19
FA018,2022-06,531.19
FA018,2022-07,531.19
FA018,2022-08,531.19
FA018,2022-09,531.19
FA018,2022-10,531.19
FA018,2022-11,531.19
FA018,2022-12,531.19
FA018,2023-01,531.19
FA018,2023-02,531.19
FA018,2023-03,531.19
FA018,2023-04,531.19
FA018,2023-05,531.19
FA018,2023-06,531.19
FA018,2023-07,531.19
FA018,2023-08,531.19
FA018,2023-09,531.19
FA018,2023-10,531.19
FA018,2023-11,531.19
FA018,2023-12,531.19
FA018,2024-01,531.19
FA018,2024-02,531.19
FA018,2024-03,531.19
FA018,2024-04,531.19
FA018,2024-05,531.19
FA018,2024-06,531.19
FA018,2024-07,531.19
FA018,2024-08,531.19
FA018,2024-09,531.19
FA018,2024-10,531.19
FA018,2024-11,531.19
FA018,2024-12,531.19
FA018,2025-01,531.19
FA018,2025-02,531.19
FA018,2025-03,531.19
FA018,2025-04,531.19
FA018,2025-05,531.19
FA018,2025-06,531.19
FA018,2025-07,531.19
FA018,2025-08,394.59
FA019,2020-02,50.48
FA019,2020-03,54.22
FA019,2020-04,54.22
FA019,2020-05,54.22
FA019,2020-06,54.22
FA019,2020-07,54.22
FA019,2020-08,54.22
FA019,2020-09,54.22
FA019,2020-10,54.22
FA019,2020-11,54.22
FA019,2020-12,54.22
FA019,2021-01,54.22
FA019,2021-02,54.22
FA019,2021-03,54.22
FA019,2021-04,54.22
FA019,2021-05,54.22
FA019,2021-06,54.22
FA019,2021-07,54.22
FA019,2021-08,54.22
FA019,2021-09,54.22
FA019,2021-10,54.22
FA019,2021-11,54.22
FA019,2021-12,54.22
FA019,2022-01,54.22
FA019,2022-02,54.22
FA019,2022-03,54.22
FA019,2022-04,54.22
FA019,2022-05,54.22
FA019,2022-06,54.22
FA019,2022-07,54.22
FA019,2022-08,54.22
FA019,2022-09,54.22
FA019,2022-10,54.22
FA019,2022-11,54.22
FA019,2022-12,54.22
FA019,2023-01,54.22
FA019,2023-02,54.22
FA019,2023-03,54.22
FA019,2023-04,54.22
FA019,2023-05,54.22
FA019,2023-06,54.22
FA019,2023-07,54.22
FA019,2023-08,54.22
FA019,2023-09,54.22
FA019,2023-10,54.22
FA019,2023-11,54.22
FA019,2023-12,54.22
FA019,2024-01,54.22
FA019,2024-02,54.22
FA019,2024-03,54.22
FA019,2024-04,54.22
FA019,2024-05,54.22
FA019,2024-06,54.22
FA019,2024-07,54.22
FA019,2024-08,54.22
FA019,2024-09,54.22
FA019,2024-10,54.22
FA019,2024-11,54.22
FA019,2024-12,54.22
FA019,2025-01,54.22
FA019,2025-02,54.22
FA019,2025-03,54.22
FA019,2025-04,54.22
FA019,2025-05,54.22
FA019,2025-06,54.22
FA019,2025-07,54.22
FA019,2025-08,54.22
FA019,2025-09,54.22
FA019,2025-10,54.22
FA019,2025-11,54.22
FA019,2025-12,54.22
FA019,2026-01,54.22
FA019,2026-02,54.22
FA019,2026-03,54.22
FA019,2026-04,54.22
FA019,2026-05,54.22
FA019,2026-06,54.22
FA019,2026-07,54.22
FA019,2026-08,54.22
FA019,2026-09,54.22
FA019,2026-10,54.22
FA019,2026-11,54.22
FA019,2026-12,54.22
FA019,2027-01,54.22
FA019,2027-02,54.22
FA019,2027-03,54.22
FA019,2027-04,54.22
FA019,2027-05,54.22
FA019,2027-06,54.22
FA019,2027-07,54.22
FA019,2027-08,54.22
FA019,2027-09,54.22
FA019,2027-10,54.22
FA019,2027-11,54.22
FA019,2027-12,54.22
FA019,2028-01,54.22
FA019,2028-02,4.46
FA020,2021-02,449.63
FA020,2021-03,1049.14
FA020,2021-04,1049.14
FA020,2021-05,1049.14
FA020,2021-06,1049.14
FA020,2021-07,1049.14
FA020,2021-08,1049.14
FA020,2021-09,1049.14
FA020,2021-10,1049.14
FA020,2021-11,1049.14
FA020,2021-12,1049.14
FA020,2022-01,1049.14
FA020,2022-02,1049.14
FA020,2022-03,1049.14
FA020,2022-04,1049.14
FA020,2022-05,1049.14
FA020,2022-06,1049.14
FA020,2022-07,1049.14
FA020,2022-08,1049.14
FA020,2022-09,1049.14
FA020,2022-10,1049.14
FA020,2022-11,1049.14
FA020,2022-12,1049.14
FA020,2023-01,1049.14
FA020,2023-02,1049.14
FA020,2023-03,1049.14
FA020,2023-04,1049.14
FA020,2023-05,1049.14
FA020,2023-06,1049.14
FA020,2023-07,1049.14
FA020,2023-08,1049.14
FA020,2023-09,1049.14
FA020,2023-10,1049.14
FA020,2023-11,1049.14
FA020,2023-12,1049.14
FA020,2024-01,1049.14
FA020,2024-02,1049.14
FA020,2024-03,1049.14
FA020,2024-04,1049.14
FA020,2024-05,1049.14
FA020,2024-06,1049.14
FA020,2024-07,1049.14
FA020,2024-08,1049.14
FA020,2024-09,1049.14
FA020,2024-10,1049.14
FA020,2024-11,1049.14
FA020,2024-12,1049.14
FA020,2025-01,1049.14
FA020,2025-02,1049.14
FA020,2025-03,1049.14
FA020,2025-04,1049.14
FA020,2025-05,1049.14
FA020,2025-06,1049.14
FA020,2025-07,1049.14
FA020,2025-08,1049.14
FA020,2025-09,1049.14
FA020,2025-10,1049.14
FA020,2025-11,1049.14
FA020,2025-12,1049.14
FA020,2026-01,1049.14
FA020,2026-02,599.57
FA021,2020-02,1190.05
FA021,2020-03,1816.40
FA021,2020-04,1816.40
FA021,2020-05,1816.40
FA021,2020-06,1816.40
FA021,2020-07,1816.40
FA021,2020-08,1816.40
FA021,2020-09,1816.40
FA021,2020-10,1816.40
FA021,2020-11,1816.40
FA021,2020-12,1816.40
FA021,2021-01,1816.40
FA021,2021-02,626.35
FA022,2019-06,89.84
FA022,2019-07,385.07
FA022,2019-08,385.07
FA022,2019-09,385.07
FA022,2019-10,385.07
FA022,2019-11,385.07
FA022,2019-12,385.07
FA022,2020-01,385.07
FA022,2020-02,385.07
FA022,2020-03,385.07
FA022,2020-04,385.07
FA022,2020-05,385.07
FA022,2020-06,385.07
FA022,2020-07,385.07
FA022,2020-08,385.07
FA022,2020-09,385.07
FA022,2020-10,385.07
